ticker|returnOnEquity|returnOnAssets|payoutRatio|PE|debtToEquity|growthRate|ggmReturn|div10YReturn|rdpReturn
PNFP|0.0674|0.0100|0.1588|17.5360|0.0000|0.0567|0.0658|0.0658|0.0311|0.0663
PNFPP|0.0674|0.0100|0.0000|99999.0000|0.0000|0.0674|0.0674|0.0674|-0.5302|0.0675
PNI|0.0210|0.0210|2.0893|47.4576|19.3320|-0.0228|0.0212|0.0212|-0.0678|0.0202
PNM|0.1176|0.0269|0.4949|19.8204|195.2600|0.0594|0.0844|0.0844|0.0420|0.0858
PNNT|-0.0288|0.0387|0.0000|9.2807|108.1040|-0.0288|-0.0288|-0.0288|-0.0288|-0.0288
PNR|0.1838|0.0703|0.3505|26.6445|43.3120|0.1194|0.1326|0.1326|0.0600|0.1341
PNRG|-0.0163|-0.0542|0.0000|99999.0000|40.9280|-0.0163|-0.0163|-0.0163|-0.0000|-0.0163
PNTG|0.0912|0.0290|0.0000|99999.0000|349.7870|0.0912|0.0912|0.0912|-0.5197|0.0913
PNW|0.1122|0.0268|0.5579|13.6660|114.3240|0.0496|0.0904|0.0904|0.0790|0.0924
POAI|-1.6976|-0.2415|0.0000|99999.0000|61.7090|-1.6976|-1.6976|-1.6976|39.7824|-1.6976
PODD|0.0775|0.0323|0.0000|625.0682|155.6470|0.0775|0.0775|0.0775|-0.2478|0.0775
POLA|-0.6269|-0.3479|0.0000|-69.5556|31.2830|-0.6269|-0.6269|-0.6269|-1.0000|-0.6269
POOL|0.6541|0.1721|0.2839|45.5660|91.0540|0.4684|0.4747|0.4747|0.3159|0.4776
POR|0.0636|0.0206|0.8492|23.0169|122.8900|0.0096|0.0465|0.0465|-0.0037|0.0468
POSH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
POST|0.0101|0.0362|0.0000|9715.0000|271.4100|0.0101|0.0101|0.0101|-0.4505|0.0101
POWI|0.3006|0.0475|0.1200|25.2263|0.0000|0.2645|0.2693|0.2693|0.1895|0.2706
POWL|0.0550|0.0272|0.7324|20.6831|2.1480|0.0147|0.0501|0.0501|0.0070|0.0506
POWRU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
POWW|-0.5869|-0.1422|0.0000|-31.7647|125.5410|-0.5869|-0.5869|-0.5869|-1.0000|-0.5869
PPBI|0.0254|0.0038|1.3733|46.0733|0.0000|-0.0095|0.0203|0.0203|-0.0754|0.0201
PPBT|-0.9204|-0.0915|0.0000|99999.0000|0.2080|-0.9204|-0.9204|-0.9204|-0.7812|-0.9204
PPC|0.0785|0.0259|0.0000|26.4495|120.0820|0.0785|0.0785|0.0785|0.0038|0.0785
PPD|0.0000|0.0492|0.0000|197.2561|0.0000|0.0000|0.0000|0.0000|-0.0001|0.0000
PPG|0.1978|0.0000|0.4730|31.2463|117.0170|0.1043|0.1194|0.1194|0.0353|0.1210
PPGHU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PPIH|-0.0677|-0.0394|0.0000|99999.0000|48.2680|-0.0677|-0.0677|-0.0677|-0.5897|-0.0677
PPL|0.1206|0.0419|0.8246|13.9672|177.0860|0.0212|0.0802|0.0802|0.0667|0.0814
PPR|-0.0814|0.0228|0.0000|99999.0000|39.5150|-0.0814|-0.0814|-0.0814|-0.5957|-0.0814
PPSI|-0.7694|-0.1089|0.0000|11.9836|19.0510|-0.7694|-0.7694|-0.7694|0.0000|-0.7694
PPT|-0.0444|0.0158|0.0000|99999.0000|5.2780|-0.0444|-0.0444|-0.0444|-0.1173|-0.0444
PQG|0.0248|0.0227|0.0000|46.1290|110.4890|0.0248|0.0248|0.0248|-0.0933|0.0248
PRA|-0.1709|-0.0190|0.0000|59.5484|22.9480|-0.1709|-0.1709|-0.1709|-0.0000|-0.1709
PRAA|0.1338|0.0498|0.0000|10.4594|206.4960|0.1338|0.1338|0.1338|0.1338|0.1338
PRAH|0.1942|0.0493|0.0000|36.6198|111.8490|0.1942|0.1942|0.1942|0.0790|0.1942
PRAX|0.0000|0.0000|0.0000|99999.0000|0.8660|0.0000|0.0000|0.0000|-0.0338|0.0000
PRCH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRCHW|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRDO|0.2703|0.1358|0.0000|99999.0000|10.9810|0.2703|0.2703|0.2703|-0.4409|0.2703
PRFT|0.0888|0.0586|0.0000|53.4985|59.2110|0.0888|0.0888|0.0888|-0.0495|0.0888
PRFX|0.0000|-0.9549|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRG|-0.1194|0.0912|0.0000|99999.0000|36.9200|-0.1194|-0.1194|-0.1194|-0.0212|-0.1194
PRGO|-0.0011|0.0289|0.0000|10.2559|63.5450|-0.0011|-0.0011|-0.0011|-0.0011|-0.0011
PRGS|0.2358|0.0762|0.3807|23.3750|120.3660|0.1460|0.1623|0.1623|0.1012|0.1647
PRGX|-0.0855|0.0462|0.0000|20.0263|73.2980|-0.0855|-0.0855|-0.0855|-0.1271|-0.0855
PRI|0.2281|0.0262|0.1658|15.2347|104.6380|0.1903|0.2012|0.2012|0.1778|0.2033
PRIM|0.1505|0.0519|0.1182|14.8327|82.9410|0.1327|0.1407|0.1407|0.1201|0.1418
PRLB|0.0949|0.0619|0.0000|104.5095|2.1440|0.0949|0.0949|0.0949|-0.1006|0.0949
PRLD|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRMW|-0.0992|0.0245|0.0000|30.1538|121.6950|-0.0992|-0.0992|-0.0992|-0.1716|-0.0992
PRO|-0.5341|-0.0788|0.0000|-91.9583|197.7010|-0.5341|-0.5341|-0.5341|-1.0000|-0.5341
PROF|-0.3280|-0.1735|0.0000|99999.0000|1.7910|-0.3280|-0.3280|-0.3280|0.0000|-0.3280
PROG|0.0000|-1.1171|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PROS|0.0709|0.0140|0.0000|1.9725|37.5140|0.0709|0.0709|0.0709|0.0709|0.0709
PROV|0.0536|0.0058|0.6364|18.2594|0.0000|0.0195|0.0543|0.0543|0.0201|0.0550
PRPB|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRPH|-0.1379|-0.0578|0.0000|99999.0000|92.8350|-0.1379|-0.1379|-0.1379|-0.0000|-0.1379
PRPL|0.0113|0.1463|0.0000|645.2728|110.4390|0.0113|0.0113|0.0113|-0.2960|0.0113
PRPO|-0.8582|-0.2770|0.0000|-8.6129|11.1390|-0.8582|-0.8582|-0.8582|-1.0000|-0.8582
PRQR|-0.8151|-0.3694|0.0000|-3.7953|49.2570|-0.8151|-0.8151|-0.8151|-1.0000|-0.8151
PRSP|-0.4094|0.0248|0.0000|15.0573|199.4890|-0.4094|-0.4094|-0.4094|-0.0158|-0.4094
PRSRU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PRT|0.0322|0.0249|1.0000|13.1215|0.0000|0.0000|0.0762|0.0762|0.0657|0.0762
PRTA|-0.4090|-0.1638|0.0000|-8.8370|9.1450|-0.4090|-0.4090|-0.4090|-1.0000|-0.4090
PRTC|0.9412|-0.0855|0.0000|99999.0000|5.0150|0.9412|0.9412|0.9412|-0.1456|0.9412
PRTH|0.0000|0.0220|0.0000|27.8966|0.0000|0.0000|0.0000|0.0000|-0.0738|0.0000
PRTK|0.0000|-0.2247|0.0000|-54.6667|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
PRTS|-0.3842|0.0059|0.0000|-271.0000|35.0480|-0.3842|-0.3842|-0.3842|-1.0000|-0.3842
PRTY|-1.5261|-0.0012|0.0000|14.7083|1854.2130|-1.5261|-1.5261|-1.5261|130.5882|-1.5261
PRU|-0.0005|0.0001|0.0000|6.9334|54.5210|-0.0005|-0.0005|-0.0005|-0.0005|-0.0005
PRVB|-0.6750|-0.3926|0.0000|-6.8095|0.0000|-0.6750|-0.6750|-0.6750|-1.0000|-0.6750
PS|-0.7009|-0.0856|0.0000|-207.0000|271.8250|-0.7009|-0.7009|-0.7009|-1.0000|-0.7009
PSA|0.1593|0.0816|1.2327|35.0555|29.5730|-0.0371|-0.0019|-0.0019|-0.0778|-0.0032
PSAC|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PSACU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PSB|0.1123|0.0527|1.0648|29.9648|0.0760|-0.0073|0.0283|0.0283|-0.0391|0.0280
PSEC|0.0414|0.0447|2.0000|17.4444|67.9410|-0.0414|0.0732|0.0732|0.0452|0.0685
PSF|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PSHG|-0.0606|0.0462|0.0000|99999.0000|51.5480|-0.0606|-0.0606|-0.0606|-0.5866|-0.0606
PSMT|0.1024|0.0533|0.2491|33.4069|36.1560|0.0769|0.0844|0.0844|-0.0073|0.0849
PSN|0.2905|0.0200|0.0000|40.7942|46.7760|0.2905|0.2905|0.2905|0.1547|0.2906
PSNL|-0.2196|-0.1101|0.0000|-44.8111|5.5020|-0.2196|-0.2196|-0.2196|-1.0000|-0.2196
PSO|0.0627|0.0228|0.5686|10.6502|46.0050|0.0270|0.0804|0.0804|0.0780|0.0819
PSTG|-0.3099|-0.0493|0.0000|87.7037|122.9400|-0.3099|-0.3099|-0.3099|-0.0078|-0.3099
PSTH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PSTI|-0.9177|-0.4481|0.0000|-5.8760|2.9360|-0.9177|-0.9177|-0.9177|-1.0000|-0.9177
PSTL|-0.0210|0.0043|0.0000|318.4000|54.1480|-0.0210|-0.0210|-0.0210|-0.0000|-0.0211
PSTV|-2.6854|-0.2549|0.0000|-0.4158|263.4490|-2.6854|-2.6854|-2.6854|-1.0000|-2.6854
PSTX|0.0000|0.0000|0.0000|99999.0000|19.9010|0.0000|0.0000|0.0000|-0.0338|0.0000
PSX|-0.0976|-0.0006|0.0000|22.5394|65.1240|-0.0976|-0.0976|-0.0976|-0.1478|-0.0976
PSXP|0.3194|0.0418|0.8995|6.8912|117.9610|0.0321|0.1626|0.1626|0.1604|0.1668
PT|-1.5245|-0.2963|0.0000|99999.0000|157.5800|-1.5245|-1.5245|-1.5245|457.1429|-1.5245
PTA|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PTC|0.0000|0.0000|0.0000|136.9604|84.8490|0.0000|0.0000|0.0000|-0.0000|0.0000
PTCT|-0.7517|-0.1026|0.0000|-14.0574|211.0990|-0.7517|-0.7517|-0.7517|-1.0000|-0.7517
PTE|-1.4020|-0.5609|0.0000|-1.3480|35.9690|-1.4020|-1.4020|-1.4020|-1.0000|-1.4020
PTEN|-0.3094|-0.0629|0.0000|-2.9809|46.9710|-0.3094|-0.3094|-0.3094|-1.0000|-0.3094
PTGX|-0.4889|-0.2117|0.0000|-10.8469|3.7100|-0.4889|-0.4889|-0.4889|-1.0000|-0.4889
PTIC|0.0000|0.0000|0.0000|99999.0000|635.5200|0.0000|0.0000|0.0000|-0.0338|0.0000
PTICU|0.0000|0.0000|0.0000|99999.0000|635.5200|0.0000|0.0000|0.0000|-0.0338|0.0000
PTICW|0.0000|0.0000|0.0000|99999.0000|635.5200|0.0000|0.0000|0.0000|-0.0338|0.0000
PTNR|0.0122|0.0133|0.0000|99999.0000|131.5640|0.0122|0.0122|0.0122|-0.5545|0.0122
PTON|0.0281|0.0211|0.0000|-150.3402|33.5650|0.0281|0.0281|0.0281|-1.0000|0.0281
PTPI|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PTR|0.0244|0.0113|1.2744|7.0977|40.3450|-0.0067|0.1728|0.1728|0.1652|0.1716
PTRS|0.0568|0.0050|1.0815|19.4495|0.0000|-0.0046|0.0510|0.0510|0.0147|0.0507
PTSI|-0.0686|-0.0002|0.0000|10.2941|199.9650|-0.0686|-0.0686|-0.0686|-0.0686|-0.0686
PTVCA|-0.0106|-0.0007|0.0000|99999.0000|5.8450|-0.0106|-0.0106|-0.0106|-0.0002|-0.0106
PTVCB|-0.0106|-0.0007|0.0000|11.3200|5.8450|-0.0106|-0.0106|-0.0106|-0.0106|-0.0106
PTVE|-0.0766|0.0232|0.0000|99999.0000|726.8000|-0.0766|-0.0766|-0.0766|-0.5936|-0.0766
PTY|-0.0688|0.0426|0.0000|99999.0000|31.5730|-0.0688|-0.0688|-0.0688|-0.5901|-0.0687
PUBM|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PUK|0.0599|0.0018|0.9210|313.7963|92.3450|0.0047|0.0077|0.0077|-0.2394|0.0077
PULM|-1.0699|-0.1862|0.0000|-1.7500|8.0640|-1.0699|-1.0699|-1.0699|-1.0000|-1.0699
PUMP|-0.0434|0.0272|0.0000|-20.3571|0.0960|-0.0434|-0.0434|-0.0434|-1.0000|-0.0434
PUYI|-0.0867|-0.0733|0.0000|99999.0000|5.9680|-0.0867|-0.0867|-0.0867|-0.5980|-0.0867
PVAC|-0.3974|0.0816|0.0000|10.8316|151.8410|-0.3974|-0.3974|-0.3974|-0.3974|-0.3974
PVBC|0.0545|0.0079|0.1034|19.6379|0.0000|0.0489|0.0542|0.0542|0.0092|0.0544
PVG|0.0911|0.0727|0.0000|22.6875|42.8650|0.0911|0.0911|0.0911|0.0297|0.0911
PVH|-0.2154|0.0001|0.0134|13.7125|115.7540|-0.2125|-0.2116|-0.2116|-0.2213|-0.2118
PVL|0.0976|0.0545|0.8046|7.0667|0.0000|0.0191|0.1329|0.1329|0.1291|0.1351
PWFL|-0.1362|-0.0279|0.0000|99999.0000|31.2700|-0.1362|-0.1362|-0.1362|-0.0000|-0.1362
PWOD|0.0892|0.0081|0.6432|11.0040|0.0000|0.0318|0.0903|0.0903|0.0880|0.0921
PWR|0.0993|0.0434|0.0741|26.8505|35.7310|0.0919|0.0947|0.0947|0.0187|0.0949
PXD|0.0148|0.0205|2.0291|117.7714|30.0330|-0.0152|0.0020|0.0020|-0.1561|0.0017
PXLW|-0.5592|-0.2181|0.0000|-14.9048|29.7840|-0.5592|-0.5592|-0.5592|-1.0000|-0.5592
PXS|-0.2488|0.0005|0.0000|13.1111|212.8460|-0.2488|-0.2488|-0.2488|-0.2548|-0.2488
PXSAP|-0.2488|0.0005|0.0000|99999.0000|212.8460|-0.2488|-0.2488|-0.2488|-0.0000|-0.2488
PYN|0.0157|0.0209|3.5490|78.4348|14.5330|-0.0401|0.0052|0.0052|-0.1039|0.0034
PYPD|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PYPL|0.1795|0.0347|0.0000|89.7321|52.1620|0.1795|0.1795|0.1795|-0.0177|0.1795
PZC|0.0344|0.0202|1.1881|21.8908|21.5100|-0.0065|0.0478|0.0478|0.0041|0.0474
PZN|0.2825|0.2028|2.7500|10.8077|14.6920|-0.4944|-0.2400|-0.2400|-0.3689|-0.3658
PZZA|0.0000|0.0765|1.1111|127.3934|0.0000|-0.0000|0.0087|0.0087|-0.1691|0.0087
QADA|0.0278|0.0129|1.6941|430.0641|27.7490|-0.0193|-0.0154|-0.0154|-0.2702|-0.0155
QADB|0.0278|0.0129|1.4118|322.1154|27.7490|-0.0115|-0.0071|-0.0071|-0.2466|-0.0071
QCOM|0.9463|0.1135|0.5619|34.4137|269.2280|0.4146|0.4309|0.4309|0.3187|0.4377
QCRH|0.1073|0.0114|0.0658|10.3632|0.0000|0.1002|0.1066|0.1066|0.1066|0.1072
QD|0.0359|0.0458|0.0000|4.1800|8.9100|0.0359|0.0359|0.0359|0.0359|0.0359
QDEL|0.5360|0.2872|0.0000|26.6253|13.7170|0.5360|0.5360|0.5360|0.4287|0.5360
QELL|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
QELLU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
QEP|0.0084|0.0104|0.5000|34.3678|58.9010|0.0042|0.0187|0.0187|-0.0663|0.0188
QFIN|0.0000|0.0000|0.0000|4.2672|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
QGEN|0.0739|0.0505|0.0000|63.9325|66.0980|0.0739|0.0739|0.0739|-0.0776|0.0739
QH|0.0000|0.0000|0.0000|99999.0000|26.2070|0.0000|0.0000|0.0000|-0.0338|0.0000
QIWI|0.2145|0.0733|0.7153|5.9915|8.9840|0.0611|0.1805|0.1805|0.1814|0.1877
QK|0.0000|0.0000|0.0000|-0.2916|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
QLGN|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
QLI|0.2024|0.0848|0.0000|99999.0000|26.6160|0.2024|0.2024|0.2024|-0.4708|0.2024
QLYS|0.2323|0.0848|0.0000|63.4869|15.0520|0.2323|0.2323|0.2323|0.0591|0.2323
QMCO|0.0000|0.0410|0.0000|52.7857|0.0000|0.0000|0.0000|0.0000|-0.1260|0.0000
QNST|0.1263|0.0123|0.0000|36.7736|6.4890|0.1263|0.1263|0.1263|0.0172|0.1263
QQQX|0.0000|0.0000|0.5612|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.5584|0.0000
QRHC|0.0148|0.0025|0.0000|51.9149|8.1780|0.0148|0.0148|0.0148|-0.1117|0.0148
QRTEA|0.1725|0.0553|0.0000|7.8801|218.8830|0.1725|0.1725|0.1725|0.1725|0.1725
QRTEB|0.1725|0.0553|0.0000|8.0037|218.8830|0.1725|0.1725|0.1725|0.1725|0.1725
QRTEP|0.1725|0.0553|0.0000|99999.0000|218.8830|0.1725|0.1725|0.1725|-0.4840|0.1725
QRVO|0.1028|0.0585|0.0000|44.7549|60.5710|0.1028|0.1028|0.1028|-0.0216|0.1028
QS|0.0000|0.0000|0.0000|99999.0000|11.3090|0.0000|0.0000|0.0000|-0.0338|0.0000
QSR|0.2176|0.0477|1.1135|31.7571|367.3820|-0.0247|0.0104|0.0104|-0.0601|0.0095
QTNT|0.0000|-0.2078|0.0000|-6.1717|603.0170|0.0000|0.0000|0.0000|-1.0000|0.0000
QTRX|-0.1892|-0.0925|0.0000|-59.5045|14.8180|-0.1892|-0.1892|-0.1892|-1.0000|-0.1892
QTS|0.0140|0.0111|0.0000|498.8462|109.3530|0.0140|0.0140|0.0140|-0.2775|0.0140
QTT|0.0000|-0.3589|0.0000|64.0000|0.0000|0.0000|0.0000|0.0000|-0.1412|0.0000
QTWO|-0.2266|-0.0433|0.0000|453.1724|75.9620|-0.2266|-0.2266|-0.2266|-0.0000|-0.2266
QUAD|-0.0681|0.0242|0.0000|10.7674|688.6930|-0.0681|-0.0681|-0.0681|-0.0681|-0.0681
QUIK|-0.7395|-0.1805|0.0000|-15.3600|127.7320|-0.7395|-0.7395|-0.7395|-1.0000|-0.7395
QUMU|-1.6538|-0.0854|0.0000|-37.8500|65.9720|-1.6538|-1.6538|-1.6538|-1.0000|-1.6538
QUOT|-0.1808|-0.0305|0.0000|226.0000|74.0230|-0.1808|-0.1808|-0.1808|-0.3727|-0.1808
QURE|-0.5734|-0.2283|0.0000|-21.2308|31.3210|-0.5734|-0.5734|-0.5734|-1.0000|-0.5734
R|-0.0825|0.0144|0.0000|16.3835|357.4180|-0.0825|-0.0825|-0.0825|-0.1081|-0.0825
RA|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
RAACU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
RACA|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
RACE|0.3516|0.0768|0.4094|46.1494|180.1740|0.2076|0.2165|0.2165|0.0863|0.2184
RAD|-0.5227|0.0181|0.0000|64.5714|1046.7530|-0.5227|-0.5227|-0.5227|0.0000|-0.5227
RADA|0.0511|0.0198|0.0000|161.7188|12.3180|0.0511|0.0511|0.0511|-0.1702|0.0511
RADI|0.0081|-0.0095|0.0000|99999.0000|132.8990|0.0081|0.0081|0.0081|-0.5563|0.0081
RAIL|-0.9241|-0.1392|0.0000|-2.9091|172.0680|-0.9241|-0.9241|-0.9241|-1.0000|-0.9241
RAMP|-0.0792|-0.0629|0.0000|224.8857|1.6000|-0.0792|-0.0792|-0.0792|-0.2946|-0.0792
RAND|0.0669|0.0159|0.0000|13.3755|21.6520|0.0669|0.0669|0.0669|0.0564|0.0669
RAPT|-0.6641|-0.3533|0.0000|-7.2066|0.0000|-0.6641|-0.6641|-0.6641|-1.0000|-0.6641
RARE|-0.3679|-0.1911|0.0000|-33.2388|6.6730|-0.3679|-0.3679|-0.3679|-1.0000|-0.3679
RAVE|-1.6553|0.0239|0.0000|-6.5400|1070.1390|-1.6553|-1.6553|-1.6553|-1.0000|-1.6553
RAVN|0.0659|0.0345|0.6500|56.6611|3.1510|0.0230|0.0345|0.0345|-0.0901|0.0348
RBA|0.1914|0.0668|0.5223|38.7062|82.0360|0.0914|0.1049|0.1049|0.0036|0.1061
RBAC|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
RBB|0.0788|0.0107|0.2000|10.4727|0.0000|0.0630|0.0821|0.0821|0.0816|0.0833
RBBN|-0.3127|0.0167|0.0000|16.2609|84.7930|-0.3127|-0.3127|-0.3127|-0.3315|-0.3127
RBC|0.0753|0.0424|0.2778|29.3045|46.9510|0.0544|0.0638|0.0638|-0.0144|0.0643
RBCAA|0.1140|0.0144|0.2634|8.7036|0.0000|0.0840|0.1143|0.1143|0.1142|0.1168
RBCN|-0.0223|-0.0173|0.0000|-24.2500|0.0000|-0.0223|-0.0223|-0.0223|-1.0000|-0.0223
RBKB|0.0476|0.0052|0.0000|18.2222|0.0000|0.0476|0.0476|0.0476|0.0085|0.0475
RBNC|0.0803|0.0086|0.2000|12.5439|0.0000|0.0643|0.0802|0.0802|0.0758|0.0812
RC|0.0505|0.0084|1.2882|16.8600|528.8960|-0.0145|0.0619|0.0619|0.0356|0.0607
RCB|0.0000|0.0000|0.0000|15.9521|0.0000|0.0000|0.0000|0.0000|-0.0255|0.0000
RCEL|-1.1281|-0.3681|0.0000|99999.0000|3.5590|-1.1281|-1.1281|-1.1281|50.0000|-1.1281
RCHG|0.0000|0.0000|0.0000|99999.0000|801.2430|0.0000|0.0000|0.0000|-0.0338|0.0000
RCHGU|0.0000|0.0000|0.0000|99999.0000|801.2430|0.0000|0.0000|0.0000|-0.0338|0.0000
RCI|0.1637|0.0532|0.6349|16.4023|214.7970|0.0598|0.0985|0.0985|0.0730|0.1008
RCII|0.3949|0.1065|0.3372|12.5618|87.4700|0.2617|0.2885|0.2885|0.2882|0.2956
RCKT|-0.4164|-0.1863|0.0000|-25.5047|28.4490|-0.4164|-0.4164|-0.4164|-1.0000|-0.4164
RCKY|0.0980|0.0619|0.2523|15.5941|0.4860|0.0732|0.0894|0.0894|0.0657|0.0906
RCL|-0.3956|-0.0388|0.0000|-5.2630|236.3060|-0.3956|-0.3956|-0.3956|-1.0000|-0.3956
RCM|0.1694|0.0756|0.0000|258.6735|209.3770|0.1694|0.1694|0.1694|-0.1155|0.1694
RCMT|-0.2258|-0.0511|0.0000|12.5714|78.6810|-0.2258|-0.2258|-0.2258|-0.2290|-0.2258
RCON|-0.1770|-0.0718|0.0000|232.0000|25.4600|-0.1770|-0.1770|-0.1770|-0.3713|-0.1770
RCS|-0.0715|0.0158|0.0000|99999.0000|68.4060|-0.0715|-0.0715|-0.0715|-0.5914|-0.0715
RCUS|-0.2428|-0.1091|0.0000|-11.8826|0.0000|-0.2428|-0.2428|-0.2428|-1.0000|-0.2428
RDCM|-0.0632|-0.0351|0.0000|-82.9167|7.2300|-0.0632|-0.0632|-0.0632|-1.0000|-0.0632
RDFN|-0.1051|-0.0232|0.0000|-1205.0001|55.2170|-0.1051|-0.1051|-0.1051|-1.0000|-0.1051
RDHL|-2.4627|-0.3282|0.0000|-14.9492|298.7930|-2.4627|-2.4627|-2.4627|-1.0000|-2.4627
RDI|-0.5959|-0.0413|0.0000|-5.9709|560.8900|-0.5959|-0.5959|-0.5959|-1.0000|-0.5959
RDIB|-0.5959|-0.0413|0.0000|99999.0000|560.8900|-0.5959|-0.5959|-0.5959|0.0000|-0.5959
RDN|0.1011|0.0506|0.1869|9.8431|38.8400|0.0822|0.1012|0.1012|0.1011|0.1028
RDNT|-0.0002|0.0156|0.0000|38.1146|473.9430|-0.0002|-0.0002|-0.0002|-0.0999|-0.0002
RDUS|0.0000|-0.2584|0.0000|-24.0247|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
RDVT|-0.2297|-0.0947|0.0000|99999.0000|10.9690|-0.2297|-0.2297|-0.2297|-0.0004|-0.2297
RDWR|0.0368|0.0094|0.0000|93.8206|7.5820|0.0368|0.0368|0.0368|-0.1400|0.0368
RDY|0.0963|0.0803|0.2707|47.0513|16.5900|0.0702|0.0760|0.0760|-0.0444|0.0764
RE|0.0720|0.0137|0.3758|13.1424|9.1140|0.0449|0.0735|0.0735|0.0648|0.0748
REAL|-0.4932|-0.1712|0.0000|-19.5781|117.3670|-0.4932|-0.4932|-0.4932|-1.0000|-0.4932
REDU|-0.1820|-0.0287|0.0000|11.0392|213.3660|-0.1820|-0.1820|-0.1820|-0.0001|-0.1820
REED|0.0000|-0.3276|0.0000|-8.4710|1949.1040|0.0000|0.0000|0.0000|-1.0000|0.0000
REFR|-0.3960|-0.2301|0.0000|-64.8333|14.4780|-0.3960|-0.3960|-0.3960|-1.0000|-0.3960
REG|0.0079|0.0180|5.2027|172.1300|69.0160|-0.0332|-0.0030|-0.0030|-0.1562|-0.0040
REGI|0.6664|0.3145|0.0000|7.2068|8.1020|0.6664|0.6664|0.6664|0.6664|0.6664
REGN|0.3060|0.1299|0.0000|18.5542|26.6140|0.3060|0.3060|0.3060|0.2552|0.3060
REKR|-0.9830|-0.1806|0.0000|-115.6364|6.1670|-0.9830|-0.9830|-0.9830|-1.0000|-0.9830
RELL|-0.0152|-0.0043|0.0000|99999.0000|2.3340|-0.0152|-0.0152|-0.0152|-0.0000|-0.0152
RELX|0.5877|0.0759|0.6961|23.4375|373.2950|0.1786|0.2083|0.2083|0.1514|0.2136
RENN|-0.9760|-0.2150|0.0000|-11.1644|26.3380|-0.9760|-0.9760|-0.9760|-1.0000|-0.9760
REPH|0.0000|0.0025|0.0000|-5.8302|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
REPL|-0.3642|-0.1805|0.0000|-21.4706|16.5400|-0.3642|-0.3642|-0.3642|-1.0000|-0.3642
RES|-0.2903|-0.0689|0.0000|115.0000|4.7950|-0.2903|-0.2903|-0.2903|-0.4221|-0.2903
RESN|-1.6520|-0.7031|0.0000|-18.6774|11.4980|-1.6520|-1.6520|-1.6520|-1.0000|-1.6520
RETA|-6.2306|-0.4970|0.0000|-10.7031|0.6830|-6.2306|-6.2306|-6.2306|-1.0000|-6.2306
RETO|-0.3248|-0.0825|0.0000|99999.0000|52.5820|-0.3248|-0.3248|-0.3248|0.0000|-0.3248
