ticker|IRR|G|EPS|EPS_POS|EPS_N|DPR|PRICE
nasdaq:ASTS|0.0000|0.4511|-1.6844|0.0000|9.0000|0.0000|4.8300
nasdaq:ASUR|0.0000|0.2407|-1.3856|1.0000|9.0000|0.0000|14.4100
nasdaq:ASYS|0.3041|-4.3640|0.7862|5.0000|9.0000|0.0000|9.4600
nasdaq:ATAI|0.0000|0.4913|-0.7235|0.0000|9.0000|0.0000|1.9000
nasdaq:ATAT|0.0860|0.5171|0.0777|3.0000|9.0000|0.0000|26.6300
nasdaq:ATCOL|0.0819|0.1339|0.8718|7.0000|9.0000|0.0250|25.2000
nasdaq:ATCX|0.0000|0.4213|-0.9369|1.0000|9.0000|0.0000|12.1900
nasdaq:ATEC|0.0000|-0.1860|-0.9000|0.0000|9.0000|0.0000|15.8000
nasdaq:ATER|0.0000|0.2636|-4.2642|0.0000|9.0000|0.0000|0.8850
nasdaq:ATEX|0.0000|0.1183|-2.6940|0.0000|9.0000|0.0000|32.4500
nasdaq:ATHA|0.0000|0.4552|-1.8869|0.0000|9.0000|0.0000|2.5200
